id,id_str,screen_name,location,description,url,followers_count,friends_count,listedcount,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
3982731976,3982731976,mcgucket_bot,,A bot that tweets every line said by Fiddleford McGucket on Gravity Falls every 30 minutes.,,1142,7,2,10/17/15 22:35,0,FALSE,24803,en,"Status(contributors=None, truncated=False, text=u""I feel like all these eyeballs are a-watchin' me."", is_quote_status=False, in_reply_to_status_id=None, id=850811000047546368, favorite_count=0, _api=<tweepy.api.API object at 0x11010e790>, source=u'twittbot.net', _json={u'contributors': None, u'truncated': False, u'text': u""I feel like all these eyeballs are a-watchin' me."", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 850811000047546368, u'favorite_count': 0, u'source': u'<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'850811000047546368', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sat Apr 08 20:42:04 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'850811000047546368', retweet_count=0, in_reply_to_user_id=None, favorited=False, source_url=u'http://twittbot.net/', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2017, 4, 8, 20, 42, 4), in_reply_to_status_id_str=None, place=None, retweeted=False)",FALSE,FALSE,FALSE,McGucket bot,
8.41414E+17,8.41414E+17,BowieK66,,,,0,22,0,3/13/17 22:21,0,FALSE,1,en,"Status(contributors=None, truncated=False, text=u'@FoxNews @BretBaier @SpeakerRyan', is_quote_status=False, in_reply_to_status_id=841416447494508544, id=841417491268145152, favorite_count=0, _api=<tweepy.api.API object at 0x11010e790>, source=u'Twitter for Android', _json={u'contributors': None, u'truncated': False, u'text': u'@FoxNews @BretBaier @SpeakerRyan', u'is_quote_status': False, u'in_reply_to_status_id': 841416447494508544, u'id': 841417491268145152, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 1367531, u'indices': [0, 8], u'id_str': u'1367531', u'screen_name': u'FoxNews', u'name': u'Fox News'}, {u'id': 18646108, u'indices': [9, 19], u'id_str': u'18646108', u'screen_name': u'BretBaier', u'name': u'Bret Baier'}, {u'id': 18916432, u'indices': [20, 32], u'id_str': u'18916432', u'screen_name': u'SpeakerRyan', u'name': u'Paul Ryan'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'FoxNews', u'in_reply_to_user_id': 1367531, u'retweet_count': 0, u'id_str': u'841417491268145152', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'1367531', u'lang': u'und', u'created_at': u'Mon Mar 13 22:35:37 +0000 2017', u'in_reply_to_status_id_str': u'841416447494508544', u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 1367531, u'indices': [0, 8], u'id_str': u'1367531', u'screen_name': u'FoxNews', u'name': u'Fox News'}, {u'id': 18646108, u'indices': [9, 19], u'id_str': u'18646108', u'screen_name': u'BretBaier', u'name': u'Bret Baier'}, {u'id': 18916432, u'indices': [20, 32], u'id_str': u'18916432', u'screen_name': u'SpeakerRyan', u'name': u'Paul Ryan'}], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=u'FoxNews', id_str=u'841417491268145152', retweet_count=0, in_reply_to_user_id=1367531, favorited=False, source_url=u'http://twitter.com/download/android', geo=None, in_reply_to_user_id_str=u'1367531', lang=u'und', created_at=datetime.datetime(2017, 3, 13, 22, 35, 37), in_reply_to_status_id_str=u'841416447494508544', place=None, retweeted=False)",TRUE,TRUE,FALSE,MJ Kuhn,
2768374981,2768374981,ducknoteprice,,,,3,0,3,8/25/14 23:17,0,FALSE,1050,en,"Status(contributors=None, truncated=False, text=u'The average price of duckNote across all exchanges is 0.000085 USD', is_quote_status=False, in_reply_to_status_id=None, id=703263569035526146, favorite_count=0, _api=<tweepy.api.API object at 0x11010e790>, source=u'Ducknote Price', _json={u'contributors': None, u'truncated': False, u'text': u'The average price of duckNote across all exchanges is 0.000085 USD', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 703263569035526146, u'favorite_count': 0, u'source': u'<a href=""http://l50.co/cryptobot"" rel=""nofollow"">Ducknote Price</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'703263569035526146', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Fri Feb 26 17:01:15 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'703263569035526146', retweet_count=0, in_reply_to_user_id=None, favorited=False, source_url=u'http://l50.co/cryptobot', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2016, 2, 26, 17, 1, 15), in_reply_to_status_id_str=None, place=None, retweeted=False)",TRUE,FALSE,FALSE,duckNote,
3304189373,3304189373,robotrecipes,robot kitchen,tasty recipes for robot // not for human // a bot by @inky (human) // source: https://t.co/3SFVj3be16,http://t.co/PdagJGqVMR,553,13,52,5/30/15 23:42,0,FALSE,5325,en,"Status(contributors=None, truncated=False, text=u'Perky Zirconium: Mix neodymium and stride jazz. Mix apricot and plastic film. Serve over tinplate.', is_quote_status=False, in_reply_to_status_id=None, id=850779073114714116, favorite_count=0, _api=<tweepy.api.API object at 0x11010e790>, source=u'Cheap Bots, Done Quick!', _json={u'contributors': None, u'truncated': False, u'text': u'Perky Zirconium: Mix neodymium and stride jazz. Mix apricot and plastic film. Serve over tinplate.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 850779073114714116, u'favorite_count': 0, u'source': u'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'850779073114714116', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sat Apr 08 18:35:12 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'850779073114714116', retweet_count=0, in_reply_to_user_id=None, favorited=False, source_url=u'http://cheapbotsdonequick.com', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2017, 4, 8, 18, 35, 12), in_reply_to_status_id_str=None, place=None, retweeted=False)",FALSE,FALSE,FALSE,robot recipes,
3224289024,3224289024,everyumlaut,,bot by @dbaker_h,,16,0,11,5/23/15 14:39,0,FALSE,32661,en-gb,"Status(contributors=None, truncated=False, text=u'\xebs\u0308s\u0308\xe4\xff\xefs\u0308\u1e97s\u0308', is_quote_status=False, in_reply_to_status_id=None, id=850807967590957056, favorite_count=0, _api=<tweepy.api.API object at 0x11010e790>, source=u'everyumlaut', _json={u'contributors': None, u'truncated': False, u'text': u'\xebs\u0308s\u0308\xe4\xff\xefs\u0308\u1e97s\u0308', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 850807967590957056, u'favorite_count': 0, u'source': u'<a href=""https://twitter.com/everyumlaut"" rel=""nofollow"">everyumlaut</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'850807967590957056', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'in', u'created_at': u'Sat Apr 08 20:30:01 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'850807967590957056', retweet_count=0, in_reply_to_user_id=None, favorited=False, source_url=u'https://twitter.com/everyumlaut', geo=None, in_reply_to_user_id_str=None, lang=u'in', created_at=datetime.datetime(2017, 4, 8, 20, 30, 1), in_reply_to_status_id_str=None, place=None, retweeted=False)",TRUE,FALSE,FALSE,Ã«vÃ«rÃ¿ Ã_mlÃ_Ã_áº—,
7.30273E+17,7.30273E+17,glossatory,Australah,SOCIAL ON GLOSSATORY: the branch of the considered addered poker by looses - a bot by @bombinans,https://t.co/hcUNcUdlcq,20,1,4,5/11/16 5:45,0,FALSE,1971,en,"Status(contributors=None, truncated=False, text=u'CORNIVE: a the act of printing about the transmitted for supplied to an electric color', is_quote_status=False, in_reply_to_status_id=None, id=850790777022054400, favorite_count=0, _api=<tweepy.api.API object at 0x11010e790>, source=u'Glossatory', _json={u'contributors': None, u'truncated': False, u'text': u'CORNIVE: a the act of printing about the transmitted for supplied to an electric color', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 850790777022054400, u'favorite_count': 0, u'source': u'<a href=""http://mikelynch.org/category/bots"" rel=""nofollow"">Glossatory</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'850790777022054400', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sat Apr 08 19:21:42 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'850790777022054400', retweet_count=0, in_reply_to_user_id=None, favorited=False, source_url=u'http://mikelynch.org/category/bots', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2017, 4, 8, 19, 21, 42), in_reply_to_status_id_str=None, place=None, retweeted=False)",FALSE,FALSE,FALSE,GLOSSATORY,
8.19992E+17,8.19992E+17,Fancypants6047,vancouver,,,48,392,0,1/13/17 19:37,3,FALSE,4,en,"Status(contributors=None, truncated=False, text=u'@VPeur  Hey quand y le beau temps arrive...tite frette\n sur y=une terasse ?', is_quote_status=False, in_reply_to_status_id=None, id=839715231282655233, favorite_count=0, _api=<tweepy.api.API object at 0x11010e790>, source=u'Twitter Web Client', _json={u'contributors': None, u'truncated': False, u'text': u'@VPeur  Hey quand y le beau temps arrive...tite frette\n sur y=une terasse ?', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 839715231282655233, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 839175258242437124, u'indices': [0, 6], u'id_str': u'839175258242437124', u'screen_name': u'VPeur', u'name': u'David Bujold'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'VPeur', u'in_reply_to_user_id': 839175258242437124, u'retweet_count': 3, u'id_str': u'839715231282655233', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'839175258242437124', u'lang': u'fr', u'created_at': u'Thu Mar 09 05:51:26 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 839175258242437124, u'indices': [0, 6], u'id_str': u'839175258242437124', u'screen_name': u'VPeur', u'name': u'David Bujold'}], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=u'VPeur', id_str=u'839715231282655233', retweet_count=3, in_reply_to_user_id=839175258242437124, favorited=False, source_url=u'http://twitter.com', geo=None, in_reply_to_user_id_str=u'839175258242437124', lang=u'fr', created_at=datetime.datetime(2017, 3, 9, 5, 51, 26), in_reply_to_status_id_str=None, place=None, retweeted=False)",TRUE,FALSE,TRUE,Fancypants,
2602217174,2602217174,Hedgehogize,Moebius,@Hedgehogize me or @Hedgehogize NAME to unlock your Sonic fursona. EXACT COMMANDS ONLY. Frequently throttled or banned. Botta Go Fast! By @avestal.,http://t.co/a1UvEiAl3u,552,370,12,7/3/14 20:37,12,FALSE,4671,en,"Status(contributors=None, truncated=False, text=u'@poshisjarker So cool. Josh the Hedgehog is totally COOL!! https://t.co/Tg4GlCUjYU', is_quote_status=False, in_reply_to_status_id=847278936090320896, id=847278983439720448, favorite_count=3, _api=<tweepy.api.API object at 0x11010e790>, source=u'Hedgehogize', _json={u'contributors': None, u'truncated': False, u'text': u'@poshisjarker So cool. Josh the Hedgehog is totally COOL!! https://t.co/Tg4GlCUjYU', u'is_quote_status': False, u'in_reply_to_status_id': 847278936090320896, u'id': 847278983439720448, u'favorite_count': 3, u'source': u'<a href=""http://deviantart.net"" rel=""nofollow"">Hedgehogize</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 1051949989, u'indices': [0, 13], u'id_str': u'1051949989', u'screen_name': u'poshisjarker', u'name': u'Josh Parker'}], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/Hedgehogize/status/847278983439720448/photo/1', u'display_url': u'pic.twitter.com/Tg4GlCUjYU', u'url': u'https://t.co/Tg4GlCUjYU', u'media_url_https': u'https://pbs.twimg.com/media/C8IjvqmUwAI5JlK.jpg', u'id_str': u'847278981694930946', u'sizes': {u'small': {u'h': 567, u'resize': u'fit', u'w': 680}, u'large': {u'h': 667, u'resize': u'fit', u'w': 800}, u'medium': {u'h': 667, u'resize': u'fit', u'w': 800}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [59, 82], u'type': u'photo', u'id': 847278981694930946, u'media_url': u'http://pbs.twimg.com/media/C8IjvqmUwAI5JlK.jpg'}]}, u'in_reply_to_screen_name': u'poshisjarker', u'in_reply_to_user_id': 1051949989, u'retweet_count': 1, u'id_str': u'847278983439720448', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'1051949989', u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Thu Mar 30 02:47:05 +0000 2017', u'in_reply_to_status_id_str': u'847278936090320896', u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/Hedgehogize/status/847278983439720448/photo/1', u'display_url': u'pic.twitter.com/Tg4GlCUjYU', u'url': u'https://t.co/Tg4GlCUjYU', u'media_url_https': u'https://pbs.twimg.com/media/C8IjvqmUwAI5JlK.jpg', u'id_str': u'847278981694930946', u'sizes': {u'small': {u'h': 567, u'resize': u'fit', u'w': 680}, u'large': {u'h': 667, u'resize': u'fit', u'w': 800}, u'medium': {u'h': 667, u'resize': u'fit', u'w': 800}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [59, 82], u'type': u'photo', u'id': 847278981694930946, u'media_url': u'http://pbs.twimg.com/media/C8IjvqmUwAI5JlK.jpg'}]}}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 1051949989, u'indices': [0, 13], u'id_str': u'1051949989', u'screen_name': u'poshisjarker', u'name': u'Josh Parker'}], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/Hedgehogize/status/847278983439720448/photo/1', u'display_url': u'pic.twitter.com/Tg4GlCUjYU', u'url': u'https://t.co/Tg4GlCUjYU', u'media_url_https': u'https://pbs.twimg.com/media/C8IjvqmUwAI5JlK.jpg', u'id_str': u'847278981694930946', u'sizes': {u'small': {u'h': 567, u'resize': u'fit', u'w': 680}, u'large': {u'h': 667, u'resize': u'fit', u'w': 800}, u'medium': {u'h': 667, u'resize': u'fit', u'w': 800}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [59, 82], u'type': u'photo', u'id': 847278981694930946, u'media_url': u'http://pbs.twimg.com/media/C8IjvqmUwAI5JlK.jpg'}]}, in_reply_to_screen_name=u'poshisjarker', id_str=u'847278983439720448', retweet_count=1, in_reply_to_user_id=1051949989, favorited=False, source_url=u'http://deviantart.net', geo=None, in_reply_to_user_id_str=u'1051949989', possibly_sensitive=False, lang=u'en', created_at=datetime.datetime(2017, 3, 30, 2, 47, 5), in_reply_to_status_id_str=u'847278936090320896', place=None, extended_entities={u'media': [{u'expanded_url': u'https://twitter.com/Hedgehogize/status/847278983439720448/photo/1', u'display_url': u'pic.twitter.com/Tg4GlCUjYU', u'url': u'https://t.co/Tg4GlCUjYU', u'media_url_https': u'https://pbs.twimg.com/media/C8IjvqmUwAI5JlK.jpg', u'id_str': u'847278981694930946', u'sizes': {u'small': {u'h': 567, u'resize': u'fit', u'w': 680}, u'large': {u'h': 667, u'resize': u'fit', u'w': 800}, u'medium': {u'h': 667, u'resize': u'fit', u'w': 800}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [59, 82], u'type': u'photo', u'id': 847278981694930946, u'media_url': u'http://pbs.twimg.com/media/C8IjvqmUwAI5JlK.jpg'}]}, retweeted=False)",FALSE,FALSE,FALSE,YOU the Hedgehog,
8.33161E+17,8.33161E+17,jamieph93986621,,"I wasn't bor ysterday,  was born tomorrow",,1,55,0,2/19/17 3:47,0,FALSE,12,en,"Status(contributors=None, truncated=False, text=u""iSLAM'\u0131n \xc7EHRES\u0130 lekelenecekti."", is_quote_status=False, in_reply_to_status_id=None, id=841399643078578177, favorite_count=1, _api=<tweepy.api.API object at 0x11010e790>, source=u'Twitter for Android', _json={u'contributors': None, u'truncated': False, u'text': u""iSLAM'\u0131n \xc7EHRES\u0130 lekelenecekti."", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841399643078578177, u'favorite_count': 1, u'source': u'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 2, u'id_str': u'841399643078578177', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'tr', u'created_at': u'Mon Mar 13 21:24:42 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'841399643078578177', retweet_count=2, in_reply_to_user_id=None, favorited=False, source_url=u'http://twitter.com/download/android', geo=None, in_reply_to_user_id_str=None, lang=u'tr', created_at=datetime.datetime(2017, 3, 13, 21, 24, 42), in_reply_to_status_id_str=None, place=None, retweeted=False)",TRUE,FALSE,FALSE,Jamie Phillips,
8.25008E+17,8.25008E+17,NothemDonella,,Your diac No,,1,40,4,1/27/17 15:51,66,FALSE,127,en,"Status(contributors=None, truncated=False, text=u'RT @SbatSports: \U0001f4e2 \U0001f3c7\U0001f3fb CHELTENHAM DAY 1 TIPS \U0001f3c7\U0001f3fb\U0001f4e2\n\n\U0001f3c7 The NAP\n\n\U0001f3c7 The NB\n\n\U0001f3c7 4 Cards\n\n\U0001f3c7 Lucky 15\n\n\U0001f3c7 Win and Each Way double\n\n\u25b6\ufe0f https://t.co/8iTl\u2026', is_quote_status=False, in_reply_to_status_id=None, id=841576621500911616, favorite_count=0, _api=<tweepy.api.API object at 0x11010e790>, source=u'Twitter for Android', _json={u'contributors': None, u'truncated': False, u'text': u'RT @SbatSports: \U0001f4e2 \U0001f3c7\U0001f3fb CHELTENHAM DAY 1 TIPS \U0001f3c7\U0001f3fb\U0001f4e2\n\n\U0001f3c7 The NAP\n\n\U0001f3c7 The NB\n\n\U0001f3c7 4 Cards\n\n\U0001f3c7 Lucky 15\n\n\U0001f3c7 Win and Each Way double\n\n\u25b6\ufe0f https://t.co/8iTl\u2026', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841576621500911616, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 2354786918, u'indices': [3, 14], u'id_str': u'2354786918', u'screen_name': u'SbatSports', u'name': u'SBAT'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1469, u'id_str': u'841576621500911616', u'favorited': False, u'retweeted_status': {u'contributors': None, u'truncated': False, u'text': u'\U0001f4e2 \U0001f3c7\U0001f3fb CHELTENHAM DAY 1 TIPS \U0001f3c7\U0001f3fb\U0001f4e2\n\n\U0001f3c7 The NAP\n\n\U0001f3c7 The NB\n\n\U0001f3c7 4 Cards\n\n\U0001f3c7 Lucky 15\n\n\U0001f3c7 Win and Each Way double\n\n\u25b6\ufe0f https://t.co/8iTlsinZi3', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841564995561369600, u'favorite_count': 49, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/8iTlsinZi3', u'indices': [106, 129], u'expanded_url': u'https://www.sbat.com/tips/todays-free-horse-racing-tips', u'display_url': u'sbat.com/tips/todays-fr\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1469, u'id_str': u'841564995561369600', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Tue Mar 14 08:21:45 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Tue Mar 14 09:07:56 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 2354786918, u'indices': [3, 14], u'id_str': u'2354786918', u'screen_name': u'SbatSports', u'name': u'SBAT'}], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'841576621500911616', retweet_count=1469, in_reply_to_user_id=None, favorited=False, retweeted_status=Status(contributors=None, truncated=False, text=u'\U0001f4e2 \U0001f3c7\U0001f3fb CHELTENHAM DAY 1 TIPS \U0001f3c7\U0001f3fb\U0001f4e2\n\n\U0001f3c7 The NAP\n\n\U0001f3c7 The NB\n\n\U0001f3c7 4 Cards\n\n\U0001f3c7 Lucky 15\n\n\U0001f3c7 Win and Each Way double\n\n\u25b6\ufe0f https://t.co/8iTlsinZi3', is_quote_status=False, in_reply_to_status_id=None, id=841564995561369600, favorite_count=49, _api=<tweepy.api.API object at 0x11010e790>, source=u'Twitter Web Client', _json={u'contributors': None, u'truncated': False, u'text': u'\U0001f4e2 \U0001f3c7\U0001f3fb CHELTENHAM DAY 1 TIPS \U0001f3c7\U0001f3fb\U0001f4e2\n\n\U0001f3c7 The NAP\n\n\U0001f3c7 The NB\n\n\U0001f3c7 4 Cards\n\n\U0001f3c7 Lucky 15\n\n\U0001f3c7 Win and Each Way double\n\n\u25b6\ufe0f https://t.co/8iTlsinZi3', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841564995561369600, u'favorite_count': 49, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/8iTlsinZi3', u'indices': [106, 129], u'expanded_url': u'https://www.sbat.com/tips/todays-free-horse-racing-tips', u'display_url': u'sbat.com/tips/todays-fr\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1469, u'id_str': u'841564995561369600', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Tue Mar 14 08:21:45 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/8iTlsinZi3', u'indices': [106, 129], u'expanded_url': u'https://www.sbat.com/tips/todays-free-horse-racing-tips', u'display_url': u'sbat.com/tips/todays-fr\u2026'}]}, in_reply_to_screen_name=None, id_str=u'841564995561369600', retweet_count=1469, in_reply_to_user_id=None, favorited=False, source_url=u'http://twitter.com', geo=None, in_reply_to_user_id_str=None, possibly_sensitive=False, lang=u'en', created_at=datetime.datetime(2017, 3, 14, 8, 21, 45), in_reply_to_status_id_str=None, place=None, retweeted=False), source_url=u'http://twitter.com/download/android', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2017, 3, 14, 9, 7, 56), in_reply_to_status_id_str=None, place=None, retweeted=False)",TRUE,FALSE,FALSE,Donella Nothem,
